pwsid,pws_name,pws_type_code,gw_sw_code,primary_source_code,population_served_count,service_connections_count,carceral_sys,health_5yr_no2ndary_or_lsl_binary,mon_only_5yr_binary,health_5yr_count_no_2ndary_or_lsl,mon_only_5yr_count,CASDWIS_County,CASDWIS_SourceType,watersource,purchased,Water_System_Name,County,Regulating_agency,Water_System_Type,Service_Connections,Population,Primary_Service_Area,Water_Quality_Category_Score,Accessibility_Category_Score,Affordability_Category_Score,TMF_Capacity_Category_Score,Total_Risk_Assessment_Score,Automatically_At_Risk,Risk_Assessment_Result,Failing_Status,SAFER_Status,Number_of_Water_Sources,Absence_of_Interties,Source_Capacity_Violations,Bottled_Water_or_Hauled_Water_Reliance,Significant_Deficiencies,SC3i_Count_Distribution,SC5e_Drought_Impact,Distributiondis_any,n_ccr_downloaded,n_ccr_missing
CA4900789,BLUE SPRUCE MOBILE HOME PARK,CWS,GW,GW,90,56,other_water_systems,0,0,0,0,SONOMA  ,GW,GW,Not purchased,BLUE SPRUCE MOBILE HOME PARK,SONOMA,DISTRICT 18 - SONOMA,COMMUNITY,56,90,MOBILE HOME PARK,0,1.5,0.67,0.67,0.71,--,Potentially At-Risk,Non-Failing,Potentially At-Risk,1,Y,N,N,0,3,0,1,3,1
CA4900791,WESTERN MOBILE HOME PARK,CWS,GW,GW,225,73,other_water_systems,0,0,0,0,SONOMA  ,GW,GW,Not purchased,WESTERN MOBILE HOME PARK,SONOMA,DISTRICT 18 - SONOMA,COMMUNITY,73,225,MOBILE HOME PARK,1.88,0.33,0.67,1,0.97,--,At-Risk,Non-Failing,At-Risk,2,Y,N,N,0,1,0,1,0,4
CA4900793,VINEHILL VISTAS MUTUAL WATER COMPANY,CWS,GW,GW,43,29,other_water_systems,0,0,0,0,SONOMA  ,GW,GW,Not purchased,VINEHILL VISTAS MUTUAL WATER COMPANY,SONOMA,DISTRICT 18 - SONOMA,COMMUNITY,29,43,RESIDENTIAL AREA,0.25,0.33,0,0,0.15,--,Not At-Risk,Non-Failing,Not At-Risk,2,Y,N,N,0,0,0,0,1,3
CA4900794,SUNSET PARK COMMUNITY,CWS,GW,GW,141,56,other_water_systems,0,1,0,1,SONOMA  ,GW,GW,Not purchased,SUNSET PARK COMMUNITY,SONOMA,DISTRICT 18 - SONOMA,COMMUNITY,56,141,MOBILE HOME PARK,0.25,1.33,0.67,0.67,0.73,--,Potentially At-Risk,Non-Failing,Potentially At-Risk,1,Y,N,N,0,0,0,0,1,3
CA4900795,STONEGATE MOBILE HOME PARK,CWS,GW,GW,196,70,other_water_systems,1,0,3,0,SONOMA  ,GW,GW,Not purchased,STONEGATE MOBILE HOME PARK,SONOMA,DISTRICT 18 - SONOMA,COMMUNITY,70,196,MOBILE HOME PARK,3.5,2,0.33,0.17,1.5,--,At-Risk,Failing,Failing,1,Y,N,N,0,0,0,0,3,1
CA4900796,SANTA ROSA MOBILE ESTATES,CWS,GW,GW,420,141,other_water_systems,0,0,0,0,SONOMA  ,GW,GW,Not purchased,SANTA ROSA MOBILE ESTATES,SONOMA,DISTRICT 18 - SONOMA,COMMUNITY,141,420,MOBILE HOME PARK,2,0.33,0.67,0.67,0.92,--,At-Risk,Non-Failing,At-Risk,3,Y,N,N,0,3,0,1,3,1
CA4900797,NORTH STAR MOBILE HOME PARK,CWS,GW,GW,221,79,other_water_systems,0,0,0,0,SONOMA  ,GW,GW,Not purchased,NORTH STAR MOBILE HOME PARK,SONOMA,DISTRICT 18 - SONOMA,COMMUNITY,79,221,MOBILE HOME PARK,0.75,1.33,0.67,0,0.69,--,Potentially At-Risk,Non-Failing,Potentially At-Risk,1,Y,N,N,0,0,0,0,3,1
CA4900798,"MOUNTAIN VIEW MOBILE ESTATES, LLC",CWS,GW,GW,250,111,other_water_systems,0,0,0,0,SONOMA  ,GW,GW,Not purchased,"MOUNTAIN VIEW MOBILE ESTATES, LLC",SONOMA,DISTRICT 18 - SONOMA,COMMUNITY,111,250,MOBILE HOME PARK,1.5,1.33,0.67,0.67,1.04,--,At-Risk,Non-Failing,At-Risk,1,Y,N,N,0,0,0,0,3,1
CA4900799,EL PORTAL MOBILE ESTATES,CWS,GW,GW,200,122,other_water_systems,0,0,0,0,SONOMA  ,GW,GW,Not purchased,EL PORTAL MOBILE ESTATES,SONOMA,DISTRICT 18 - SONOMA,COMMUNITY,122,200,MOBILE HOME PARK,2.25,0.33,2,0.67,1.31,--,At-Risk,Non-Failing,At-Risk,2,Y,N,N,0,0,0,0,0,4
CA4900812,FRIEDMAN BROTHERS HARDWARE,NTNCWS,GW,GW,95,1,other_water_systems,0,0,0,0,SONOMA  ,GW,GW,Not purchased,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,4
CA4900832,LEISURE MOBILE HOME PARK,CWS,GW,GW,410,183,other_water_systems,0,0,0,0,SONOMA  ,GW,GW,Not purchased,LEISURE MOBILE HOME PARK,SONOMA,DISTRICT 18 - SONOMA,COMMUNITY,183,410,MOBILE HOME PARK,0,0,0.33,0,0.08,--,Not At-Risk,Non-Failing,Not At-Risk,4,N,N,N,0,0,0,0,2,2
CA4900843,SONOMA RANCH MUTUAL WATER COMPANY,CWS,GW,GW,151,54,other_water_systems,0,0,0,0,SONOMA  ,GW,GW,Not purchased,SONOMA RANCH MUTUAL WATER COMPANY,SONOMA,DISTRICT 18 - SONOMA,COMMUNITY,54,151,RESIDENTIAL AREA,0.25,0.33,0.33,0,0.23,--,Not At-Risk,Non-Failing,Not At-Risk,4,Y,N,N,0,0,0,0,1,3
CA4900844,FRANCIS COPPOLA WINERY,NTNCWS,GW,GW,222,4,other_water_systems,0,0,0,0,SONOMA  ,GW,GW,Not purchased,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,4,0
CA4900846,ROLLING OAKS ROAD ASSOCIATION,CWS,GW,GW,25,16,other_water_systems,0,0,0,0,SONOMA  ,GW,GW,Not purchased,ROLLING OAKS ROAD ASSOCIATION,SONOMA,DISTRICT 18 - SONOMA,COMMUNITY,16,25,RESIDENTIAL AREA,0.25,0.33,0,0,0.15,--,Not At-Risk,Non-Failing,Not At-Risk,2,Y,N,N,0,0,0,0,1,3
CA4900850,BODEGA WATER COMPANY,CWS,SW,GU,77,38,other_water_systems,1,0,1,0,SONOMA  ,GU,GW,Not purchased,BODEGA WATER COMPANY,SONOMA,DISTRICT 18 - SONOMA,COMMUNITY,38,77,RESIDENTIAL AREA,2.58,1.33,1.33,0.17,1.35,--,At-Risk,Failing,Failing,3,Y,Y,N,0,0,0,0,1,3
CA4900859,SONOMA WEST HOLDINGS NORTH PLANT,NTNCWS,GW,GW,50,5,other_water_systems,0,0,0,0,SONOMA  ,GW,GW,Not purchased,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,3,1
CA4900871,DE ANZA MOON VALLEY WATER COMPANY,CWS,GW,GW,691,247,other_water_systems,0,0,0,0,SONOMA  ,GW,GW,Not purchased,MOON VALLEY WATER SYSTEM,SONOMA,DISTRICT 18 - SONOMA,COMMUNITY,247,691,MOBILE HOME PARK,2,0,0.33,1,0.83,--,At-Risk,Non-Failing,At-Risk,2,N,N,N,0,0,0,0,2,2
CA4900875,KENWOOD VINEYARDS AND WINERY,NTNCWS,GW,GW,50,1,other_water_systems,0,1,0,2,SONOMA  ,GW,GW,Not purchased,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,4,0
CA4900878,SANTA ROSA GOLF & COUNTRY CLUB,NTNCWS,GW,GW,250,1,other_water_systems,0,0,0,0,SONOMA  ,GW,GW,Not purchased,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,3
CA4900892,SUMMIT VIEW RANCH MUTUAL WATER CO.,CWS,GW,GW,45,24,other_water_systems,0,0,0,0,SONOMA  ,GW,GW,Not purchased,SUMMIT VIEW RANCH MUTUAL WATER CO.,SONOMA,DISTRICT 18 - SONOMA,COMMUNITY,24,45,RESIDENTIAL AREA,0.25,1.33,1,0.33,0.73,--,Potentially At-Risk,Non-Failing,Potentially At-Risk,1,Y,N,N,0,0,0,0,0,4
CA4900893,WEST WATER COMPANY (PUC),CWS,GW,GW,40,13,other_water_systems,0,0,0,0,SONOMA  ,GW,GW,Not purchased,WEST WATER COMPANY (PUC),SONOMA,DISTRICT 18 - SONOMA,COMMUNITY,13,40,RESIDENTIAL AREA,0.5,3.33,0.75,1,1.4,At-Risk,At-Risk,Failing,Failing,1,Y,Y,Y,0,0,0,0,4,0
CA4900897,RODNEY STRONG VINEYARDS,NTNCWS,GW,GW,154,2,other_water_systems,0,0,0,0,SONOMA  ,GW,GW,Not purchased,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,4,0
CA4900901,SOBRE VISTA WATER COMPANY,CWS,GW,GW,80,26,other_water_systems,0,1,0,2,SONOMA  ,GW,GW,Not purchased,SOBRE VISTA WATER COMPANY,SONOMA,DISTRICT 18 - SONOMA,COMMUNITY,26,80,RESIDENTIAL AREA,0.25,0,0,0,0.06,--,Not At-Risk,Non-Failing,Not At-Risk,2,N,N,N,0,0,0,0,1,3
CA4900904,J VINEYARDS & WINERY,NTNCWS,GW,GW,75,2,other_water_systems,0,0,0,0,SONOMA  ,GW,GW,Not purchased,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,3,1
CA4900905,MARK WEST MEADOWS MUTUAL WATER,CWS,GW,GW,25,15,other_water_systems,0,0,0,0,SONOMA  ,GW,GW,Not purchased,MARK WEST MEADOWS MUTUAL WATER,SONOMA,DISTRICT 18 - SONOMA,COMMUNITY,15,25,RESIDENTIAL AREA,0,0.33,0.92,0,0.31,--,Not At-Risk,Non-Failing,Not At-Risk,2,Y,N,N,0,0,0,0,1,3
CA4900907,SUMMERFIELD WALDORF SCHOOL,NTNCWS,GW,GW,301,13,other_water_systems,0,0,0,0,SONOMA  ,GW,GW,Not purchased,SUMMERFIELD WALDORF SCHOOL,SONOMA,DISTRICT 18 - SONOMA,NON-TRANSIENT NON-COMMUNITY,13,301,SCHOOL,1.5,1.33,0.33,0,0.79,--,Potentially At-Risk,Non-Failing,Potentially At-Risk,1,Y,N,N,0,0,0,0,3,1
CA4900909,CARNEROS DELI,NTNCWS,GW,GW,25,3,other_water_systems,0,0,0,0,SONOMA  ,GW,GW,Not purchased,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,4,0
CA4900913,ROBIN WAY WATER SYSTEM,CWS,GW,GW,66,20,other_water_systems,1,0,2,0,SONOMA  ,GW,GW,Not purchased,ROBIN WAY WATER SYSTEM,SONOMA,DISTRICT 18 - SONOMA,COMMUNITY,20,66,RESIDENTIAL AREA,3,1.5,0.67,1,1.54,--,At-Risk,Failing,Failing,1,Y,N,N,0,0,0,0,1,3
CA4900925,SEBASTIANI VINEYARDS,NTNCWS,GW,GW,157,9,other_water_systems,0,0,0,0,SONOMA  ,GW,GW,Not purchased,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,4,0
CA4900935,VIRGINIA DARE WINERY,NTNCWS,GW,GW,51,9,other_water_systems,0,0,0,0,SONOMA  ,GW,GW,Not purchased,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,4,0
CA4900943,ALLIANCE REDWOODS CONFERENCE GROUNDS,CWS,GW,GW,418,73,other_water_systems,0,1,0,2,SONOMA  ,GU,GW,Not purchased,ALLIANCE REDWOODS CONFERENCE GROUNDS,SONOMA,DISTRICT 18 - SONOMA,COMMUNITY,73,418,RESIDENTIAL AREA,0,0.5,0,1,0.38,--,Not At-Risk,Non-Failing,Not At-Risk,2,Y,N,N,0,0,0,0,0,4
CA4900945,PRESENTATION SCHOOL,NTNCWS,GW,GW,200,4,other_water_systems,0,0,0,0,SONOMA  ,GW,GW,Not purchased,PRESENTATION SCHOOL,SONOMA,DISTRICT 18 - SONOMA,NON-TRANSIENT NON-COMMUNITY,4,200,SCHOOL,0,1.33,0,0,0.33,--,Not At-Risk,Non-Failing,Not At-Risk,1,Y,N,N,0,0,0,0,1,3
CA4900957,FOLEY FAMILY WINES CHATEAU ST. JEAN,NTNCWS,GW,GW,125,2,other_water_systems,0,1,0,3,SONOMA  ,GW,GW,Not purchased,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,4,0
CA4900973,GEORGE RANCH MUTUAL WATER COMPANY,CWS,GW,GW,148,54,other_water_systems,0,0,0,0,SONOMA  ,GW,GW,Not purchased,GEORGE RANCH MUTUAL WATER COMPANY,SONOMA,DISTRICT 18 - SONOMA,COMMUNITY,54,148,RESIDENTIAL AREA,1.75,0.33,0,0,0.52,--,Not At-Risk,Non-Failing,Not At-Risk,2,Y,N,N,0,0,0,0,0,4
CA4900999,KORBEL BROTHERS WINERY,NTNCWS,GW,GW,542,6,other_water_systems,0,1,0,1,SONOMA  ,GW,GW,Not purchased,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,3,1
CA4901004,CALPINE (WEST FIELD OFFICE),NTNCWS,GW,GW,26,3,other_water_systems,0,0,0,0,SONOMA  ,GW,GW,Not purchased,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,1,3
CA4901018,GUNDLACH BUNDSCHU WINERY,NTNCWS,GW,GW,150,4,other_water_systems,0,0,0,0,SONOMA  ,GW,GW,Not purchased,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,4,0
CA4901028,GLORIA FERRER CAVES,NTNCWS,GW,GW,80,2,other_water_systems,0,0,0,0,SONOMA  ,GW,GW,Not purchased,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,4,0
CA4901030,CALPINE (GEYSERS ADMINISTRATION CENTER),NTNCWS,SW,SW,150,2,other_water_systems,0,0,0,0,SONOMA  ,SW,SW,Not purchased,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,3
CA4901046,TIMBER COVE INN,NTNCWS,GW,GW,38,3,other_water_systems,1,0,1,0,SONOMA  ,GW,GW,Not purchased,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,4
CA4901061,SONOMA WAREHOUSING,NTNCWS,GW,GW,200,3,other_water_systems,0,0,0,0,SONOMA  ,GW,GW,Not purchased,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,4
CA4901062,KINNYBROOK MUTUAL WATER COMPANY,CWS,GW,GW,48,23,other_water_systems,0,0,0,0,SONOMA  ,GW,GW,Not purchased,KINNYBROOK MUTUAL WATER COMPANY,SONOMA,DISTRICT 18 - SONOMA,COMMUNITY,23,48,RESIDENTIAL AREA,0,0.33,0.92,0.17,0.36,--,Not At-Risk,Non-Failing,Not At-Risk,2,Y,N,N,0,0,0,0,1,3
CA4901071,BOULEVARD HEIGHTS MUTUAL WATER,CWS,GW,GW,60,18,other_water_systems,0,0,0,0,SONOMA  ,GW,GW,Not purchased,BOULEVARD HEIGHTS MUTUAL WATER,SONOMA,DISTRICT 18 - SONOMA,COMMUNITY,18,60,RESIDENTIAL AREA,0,0.33,0.33,0,0.17,--,Not At-Risk,Non-Failing,Not At-Risk,2,Y,N,N,0,0,0,0,1,3
CA4901080,SPEEDWAY SONOMA LLC,NTNCWS,SW,GU,33,17,other_water_systems,0,1,0,3,SONOMA  ,SWP,SW,Purchased,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,2,2
CA4901084,JORDAN VINEYARD & WINERY,NTNCWS,GW,GW,75,6,other_water_systems,0,0,0,0,SONOMA  ,GW,GW,Not purchased,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,2,2
CA4901095,WESTMINSTER WOODS CAMP,NTNCWS,SW,GU,167,20,other_water_systems,0,1,0,8,SONOMA  ,GU,GW,Not purchased,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,4
CA4901118,"ANDY'S PRODUCE MARKET, INC.",NTNCWS,GW,GW,157,4,other_water_systems,0,1,0,1,SONOMA  ,GW,GW,Not purchased,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,3
CA4901119,DRY CREEK VINEYARD,NTNCWS,GW,GW,50,6,other_water_systems,0,0,0,0,SONOMA  ,GW,GW,Not purchased,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,2,2
CA4901120,RAM'S GATE WINERY,NTNCWS,GW,GW,145,1,other_water_systems,0,0,0,0,SONOMA  ,GW,GW,Not purchased,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,4
CA4901129,VIANSA WINERY,NTNCWS,GW,GW,200,2,other_water_systems,0,0,0,0,SONOMA  ,GW,GW,Not purchased,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,3
CA4901130,GRAVENSTEIN BUSINESS PARK,NTNCWS,GW,GW,50,2,other_water_systems,0,0,0,0,SONOMA  ,GW,GW,Not purchased,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,2,2
CA4901141,OCCIDENTAL ARTS & ECOLOGY CENTER,NTNCWS,GW,GW,51,17,other_water_systems,0,1,0,4,SONOMA  ,GW,GW,Not purchased,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,4
CA4901143,SENECA FAMILY OF AGENCIES,NTNCWS,GW,GW,30,5,other_water_systems,0,0,0,0,SONOMA  ,GW,GW,Not purchased,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,3
CA4901144,BR COHN WINERY AND OLIVE CO,NTNCWS,GW,GW,155,7,other_water_systems,0,0,0,0,SONOMA  ,GW,GW,Not purchased,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,3
CA4901147,"TRADITIONAL MEDICINALS, INC.",NTNCWS,GW,GW,120,2,other_water_systems,0,0,0,0,SONOMA  ,GW,GW,Not purchased,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,3,1
CA4901152,GEYSERVILLE WINERY,NTNCWS,GW,GW,100,2,other_water_systems,0,0,0,0,SONOMA  ,GW,GW,Not purchased,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,4,0
CA4901156,WILLOWSIDE SCHOOL,NTNCWS,GW,GW,460,5,other_water_systems,0,0,0,0,SONOMA  ,GW,GW,Not purchased,WILLOWSIDE SCHOOL,SONOMA,DISTRICT 18 - SONOMA,NON-TRANSIENT NON-COMMUNITY,5,460,SCHOOL,0,1.33,0.33,0,0.42,--,Not At-Risk,Non-Failing,Not At-Risk,1,Y,N,N,0,0,0,0,3,1
CA4901161,"VINO FARMS, INC. - WASSON RANCH",NTNCWS,GW,GW,35,1,other_water_systems,0,0,0,0,SONOMA  ,GW,GW,Not purchased,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,4,0
CA4901162,QUIVIRA VINEYARDS,NTNCWS,SW,GU,31,2,other_water_systems,0,1,0,4,SONOMA  ,GU,GW,Not purchased,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,3,1
CA4901168,SALMON CREEK MIDDLE SCHOOL,NTNCWS,GW,GW,300,13,other_water_systems,1,0,2,0,SONOMA  ,GW,GW,Not purchased,SALMON CREEK MIDDLE SCHOOL,SONOMA,DISTRICT 18 - SONOMA,NON-TRANSIENT NON-COMMUNITY,13,300,SCHOOL,3,3,0,0,1.5,At-Risk,At-Risk,Non-Failing,At-Risk,1,Y,N,Y,0,0,0,0,1,3
CA4901179,REDWOOD EMPIRE SAWMILL,NTNCWS,GW,GW,80,2,other_water_systems,0,0,0,0,SONOMA  ,GW,GW,Not purchased,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,3,1
CA4901190,LIETO WATER SYSTEM (REACH CHARTR SCHOOL),NTNCWS,GW,GW,134,2,other_water_systems,0,0,0,0,SONOMA  ,GW,GW,Not purchased,LIETO WATER SYSTEM (REACH CHARTR SCHOOL),SONOMA,DISTRICT 18 - SONOMA,NON-TRANSIENT NON-COMMUNITY,2,134,SCHOOL,0,1.33,0,0,0.33,--,Not At-Risk,Non-Failing,Not At-Risk,1,Y,N,N,0,0,0,0,0,4
CA4901201,VINWOOD CELLARS PRODUCTION AREA,NTNCWS,GW,GW,80,3,other_water_systems,0,0,0,0,SONOMA  ,GW,GW,Not purchased,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,3,1
CA4901202,FERRARI-CARANO WINERY,NTNCWS,GW,GW,95,3,other_water_systems,0,0,0,0,SONOMA  ,GW,GW,Not purchased,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,4,0
CA4901203,ASTI WINERY,NTNCWS,SW,GU,98,4,other_water_systems,0,0,0,0,SONOMA  ,GU,GW,Not purchased,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,4,0
CA4901204,BENZIGER FAMILY WINERY,NTNCWS,GW,GW,225,2,other_water_systems,0,0,0,0,SONOMA  ,GW,GW,Not purchased,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,1,3
CA4901212,SONOMA COUNTY PUB WORKS-CENTRAL LANDFILL,NTNCWS,GW,GW,34,20,other_water_systems,0,1,0,1,SONOMA  ,GW,GW,Not purchased,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,4,0
CA4901214,ADOBE CHRISTIAN CHURCH,NTNCWS,GW,GW,50,1,other_water_systems,0,0,0,0,SONOMA  ,GW,GW,Not purchased,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,3
CA4901215,PLUMFIELD ACADEMY SCHOOL (OCCIDENTAL RD),NTNCWS,GW,GW,30,1,other_water_systems,0,0,0,0,SONOMA  ,GW,GW,Not purchased,PLUMFIELD ACADEMY SCHOOL (OCCIDENTAL RD),SONOMA,DISTRICT 18 - SONOMA,NON-TRANSIENT NON-COMMUNITY,1,30,SCHOOL,0,1.33,0,0,0.33,--,Not At-Risk,Non-Failing,Not At-Risk,1,Y,N,N,0,0,0,0,2,2
CA4901218,GROSKOPF WAREHOUSE & LOGISTICS,NTNCWS,GW,GW,60,4,other_water_systems,0,0,0,0,SONOMA  ,GW,GW,Not purchased,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,3
CA4901221,GRATON MUTUAL (GREEN VALLEY HOA),CWS,GW,GW,50,16,other_water_systems,0,0,0,0,SONOMA  ,GW,GW,Not purchased,GRATON MUTUAL (GREEN VALLEY HOA),SONOMA,DISTRICT 18 - SONOMA,COMMUNITY,16,50,RESIDENTIAL AREA,0.25,1.33,1.08,0.17,0.71,--,Potentially At-Risk,Non-Failing,Potentially At-Risk,1,Y,N,N,0,0,0,0,2,2
CA4901225,THE RENTAL PLACE,NTNCWS,GW,GW,30,2,other_water_systems,0,0,0,0,SONOMA  ,GW,GW,Not purchased,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,3
CA4901227,KUNDE ESTATE WINERY,NTNCWS,GW,GW,250,2,other_water_systems,0,0,0,0,SONOMA  ,GW,GW,Not purchased,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,3
CA4901232,LA CREMA WINERY,NTNCWS,GW,GW,75,2,other_water_systems,0,0,0,0,SONOMA  ,GW,GW,Not purchased,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,3,1
CA4901236,"VINO FARMS, INC. - PRESTON RANCH",NTNCWS,GW,GW,72,9,other_water_systems,0,0,0,0,SONOMA  ,GW,GW,Not purchased,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,4,0
CA4901244,HUMANE SOCIETY OF SONOMA COUNTY,NTNCWS,GW,GW,37,3,other_water_systems,0,0,0,0,SONOMA  ,GW,GW,Not purchased,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,3
CA4901246,DOWNTOWN GRATON MUTUAL WATER SYSTEM,CWS,GW,GW,110,24,other_water_systems,0,0,0,0,SONOMA  ,GW,GW,Not purchased,DOWNTOWN GRATON MUTUAL WATER SYSTEM,SONOMA,DISTRICT 18 - SONOMA,COMMUNITY,28,110,OTHER TRANSIENT AREA,0.25,0,0,0,0.06,--,Not At-Risk,Non-Failing,Not At-Risk,3,N,N,N,0,1,0,1,3,1
CA4901247,CARNEROS WAREHOUSING,NTNCWS,GW,GW,50,1,other_water_systems,0,0,0,0,SONOMA  ,GW,GW,Not purchased,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,4
