pwsid,pws_name,pws_type_code,gw_sw_code,primary_source_code,population_served_count,service_connections_count,carceral_sys,health_5yr_no2ndary_or_lsl_binary,health_5yr_count_no_2ndary_or_lsl,mon_only_5yr_binary,mon_only_5yr_count,mr_5yr_count,mr_5yr_binary,CASDWIS_County,CASDWIS_SourceType,watersource,purchased,HR_NAME,System_Name,County,Regulating_Agency,Water_Quality_Risk_Level_Display,Accessability_Risk_Level_Display,Affordability_Risk_Level_Display,TMF_Capacity_Risk_Level_Display,POPULATION,SAFER_STATUS,Distinct count of PWSID,Funding Since 2017,SC3i_Count_Distribution,SC5e_Drought_Impact,Distributiondis_any,n_ccr_downloaded,n_ccr_missing,CCR_pulled
CA4900637,MAGIC MOUNTAIN MUTUAL WATER COMPANY,CWS,GW,GW,150,67,other_water_systems,1,4,0,0,0,0,SONOMA  ,GW,GW,Not purchased,North Coast,MAGIC MOUNTAIN MUTUAL WATER COMPANY,SONOMA,DISTRICT 18 - SONOMA,Low to no risk,High to medium risk,Medium Risk,Low to no risk,221,Not At-Risk,1,$0,0,0,0,3,1,Yes
CA4900639,REDWOOD HEIGHTS MUTUAL WATER COMPANY,CWS,GW,GW,30,18,other_water_systems,1,4,1,3,3,1,SONOMA  ,GW,GW,Not purchased,North Coast,REDWOOD HEIGHTS MUTUAL WATER COMPANY,SONOMA,DISTRICT 18 - SONOMA,Low to no risk,High to medium risk,High Risk,Low to no risk,30,Failing,1,$0,1,0,1,1,3,Yes
CA4900640,SONOMA COUNTY MUTUAL WATER COMPANY,CWS,SW,GU,40,18,other_water_systems,1,81,0,0,0,0,SONOMA  ,GU,GW,Not purchased,North Coast,SONOMA COUNTY MUTUAL WATER COMPANY,SONOMA,DISTRICT 18 - SONOMA,Low to no risk,High to medium risk,High Risk,Low to no risk,40,At-Risk,1,$0,0,0,0,3,1,Yes
CA4900641,SUNRISE MOUNTAIN MUTUAL WATER COMPANY,CWS,GW,GW,100,51,other_water_systems,0,0,0,0,3,1,SONOMA  ,GW,GW,Not purchased,North Coast,SUNRISE MOUNTAIN MUTUAL WATER COMPANY,SONOMA,DISTRICT 18 - SONOMA,Low to no risk,Low to no risk,High Risk,Low to no risk,100,Not At-Risk,1,$0,0,0,0,4,0,Yes
CA4900644,BRIDGEHAVEN PARK,CWS,SW,SW,70,31,other_water_systems,1,2,0,0,0,0,SONOMA  ,SW,SW,Not purchased,North Coast,BRIDGEHAVEN PARK,SONOMA,DISTRICT 18 - SONOMA,High to medium risk,High to medium risk,High Risk,High to medium risk,70,Failing,1,$0,0,0,0,3,1,Yes
CA4900646,ALEXANDER VALLEY ACRES WATER COMPANY,CWS,GW,GW,27,16,other_water_systems,0,0,0,0,0,0,SONOMA  ,GW,GW,Not purchased,North Coast,ALEXANDER VALLEY ACRES WATER COMPANY,SONOMA,DISTRICT 18 - SONOMA,Low to no risk,Low to no risk,High Risk,Low to no risk,27,Not At-Risk,1,$0,0,1,0,2,2,Yes
CA4900647,SERENO DEL MAR WATER COMPANY (PUC),CWS,SW,SW,435,139,other_water_systems,0,0,0,0,0,0,SONOMA  ,SW,SW,Not purchased,North Coast,SERENO DEL MAR WATER COMPANY (PUC),SONOMA,DISTRICT 18 - SONOMA,Low to no risk,High to medium risk,High Risk,Low to no risk,435,Potentially At-Risk,1,$0,0,1,0,4,0,Yes
CA4900653,LONE PINE MUTUAL WATER COMPANY,CWS,GW,GW,60,28,other_water_systems,0,0,0,0,0,0,SONOMA  ,GW,GW,Not purchased,North Coast,LONE PINE MUTUAL WATER COMPANY,SONOMA,DISTRICT 18 - SONOMA,Low to no risk,High to medium risk,No Risk,Low to no risk,65,Not At-Risk,1,$0,0,0,0,1,3,Yes
CA4900660,YULUPA MUTUAL WATER COMPANY,CWS,GW,GW,200,59,other_water_systems,0,0,0,0,0,0,SONOMA  ,GW,GW,Not purchased,North Coast,YULUPA MUTUAL WATER COMPANY,SONOMA,DISTRICT 18 - SONOMA,Low to no risk,Low to no risk,Low Risk,Low to no risk,200,Not At-Risk,1,$0,0,0,0,2,2,Yes
CA4900665,RUSSIAN RIVER MUTUAL WATER CO.,CWS,GW,GW,84,31,other_water_systems,0,0,1,1,4,1,SONOMA  ,GW,GW,Not purchased,North Coast,RUSSIAN RIVER MUTUAL WATER CO.,SONOMA,DISTRICT 18 - SONOMA,Low to no risk,High to medium risk,High Risk,Low to no risk,87,Potentially At-Risk,1,$0,1,0,1,1,3,Yes
CA4900667,COLLEGE PARK MUTUAL WATER COMPANY,CWS,GW,GW,237,72,other_water_systems,0,0,1,1,1,1,SONOMA  ,GW,GW,Not purchased,San Francisco Bay,COLLEGE PARK MUTUAL WATER COMPANY,SONOMA,DISTRICT 18 - SONOMA,Low to no risk,Low to no risk,High Risk,Low to no risk,244,Not At-Risk,1,$0,0,0,0,1,3,Yes
CA4900669,WENDELL LANE MUTUAL WATER COMPANY,CWS,GW,GW,82,25,other_water_systems,0,0,0,0,0,0,SONOMA  ,GW,GW,Not purchased,North Coast,WENDELL LANE MUTUAL WATER COMPANY,SONOMA,DISTRICT 18 - SONOMA,Low to no risk,High to medium risk,Low Risk,Low to no risk,82,Not At-Risk,1,$0,0,0,0,2,2,Yes
CA4900673,ATHENA TERRACE MUTUAL WATER COMPANY,CWS,GW,GW,50,23,other_water_systems,0,0,0,0,0,0,SONOMA  ,GW,GW,Not purchased,North Coast,ATHENA TERRACE MUTUAL WATER COMPANY,SONOMA,DISTRICT 18 - SONOMA,Low to no risk,Low to no risk,High Risk,Low to no risk,50,Not At-Risk,1,$0,0,0,0,2,2,Yes
CA4900674,PINE HILL TERRACE MOBILE HOME PARK,CWS,GW,GW,27,23,other_water_systems,0,0,0,0,0,0,SONOMA  ,GW,GW,Not purchased,North Coast,PINE HILL TERRACE MOBILE HOME PARK,SONOMA,DISTRICT 18 - SONOMA,Low to no risk,High to medium risk,No Risk,Low to no risk,27,At-Risk,1,$0,0,0,0,1,3,Yes
CA4900675,ROSELAND MOBILE HOME PARK,CWS,GW,GW,130,70,other_water_systems,0,0,0,0,0,0,SONOMA  ,GW,GW,Not purchased,North Coast,ROSELAND MOBILE HOME PARK,SONOMA,DISTRICT 18 - SONOMA,High to medium risk,Low to no risk,Medium Risk,Low to no risk,130,Not At-Risk,1,$0,0,0,0,2,2,Yes
CA4900679,FORT ROSS SCHOOL DISTRICT,NTNCWS,GW,GW,100,2,other_water_systems,0,0,0,0,0,0,SONOMA  ,GW,GW,Not purchased,North Coast,FORT ROSS SCHOOL DISTRICT,SONOMA,DISTRICT 18 - SONOMA,Low to no risk,High to medium risk,No Risk,Low to no risk,100,Not At-Risk,1,$0,0,0,0,1,3,Yes
CA4900680,HORICON SCHOOL,NTNCWS,SW,SW,100,4,other_water_systems,0,0,0,0,0,0,SONOMA  ,SW,SW,Not purchased,North Coast,HORICON SCHOOL,SONOMA,DISTRICT 18 - SONOMA,Low to no risk,High to medium risk,Medium Risk,Low to no risk,100,Not At-Risk,1,$0,0,0,0,0,4,Yes
CA4900693,BELLEVUE UNION SCH DIST-BELLEVUE SCHOOL,NTNCWS,GW,GW,591,2,other_water_systems,0,0,0,0,0,0,SONOMA  ,GW,GW,Not purchased,North Coast,BELLEVUE UNION SCH DIST-BELLEVUE SCHOOL,SONOMA,DISTRICT 18 - SONOMA,Low to no risk,High to medium risk,Low Risk,Low to no risk,380,Not At-Risk,1,$0,0,0,0,4,0,Yes
CA4900694,WRIGHT ELEMENTARY SCHOOL,NTNCWS,GW,GW,500,11,other_water_systems,0,0,0,0,0,0,SONOMA  ,GW,GW,Not purchased,North Coast,WRIGHT ELEMENTARY SCHOOL,SONOMA,DISTRICT 18 - SONOMA,Low to no risk,High to medium risk,Medium Risk,Low to no risk,500,Failing,1,"$275,000",0,0,0,1,3,Yes
CA4900695,NORTHWEST PREP CHARTER SCHOOL,NTNCWS,GW,GW,325,1,other_water_systems,0,0,0,0,1,1,SONOMA  ,GW,GW,Not purchased,North Coast,NORTHWEST PREP CHARTER SCHOOL,SONOMA,DISTRICT 18 - SONOMA,Low to no risk,High to medium risk,No Risk,Low to no risk,325,Not At-Risk,1,$0,0,0,0,3,1,Yes
CA4900699,OLIVET ELEMENTARY SCHOOL,NTNCWS,GW,GW,400,6,other_water_systems,0,0,1,1,2,1,SONOMA  ,GW,GW,Not purchased,North Coast,OLIVET ELEMENTARY SCHOOL,SONOMA,DISTRICT 18 - SONOMA,Low to no risk,High to medium risk,No Risk,Low to no risk,400,Not At-Risk,1,$0,0,0,0,2,2,Yes
CA4900703,OAK GROVE SCHOOL,NTNCWS,GW,GW,500,7,other_water_systems,0,0,0,0,1,1,SONOMA  ,GW,GW,Not purchased,North Coast,OAK GROVE SCHOOL,SONOMA,DISTRICT 18 - SONOMA,Low to no risk,Low to no risk,No Risk,Low to no risk,500,Not At-Risk,1,$0,0,0,0,3,1,Yes
CA4900704,ALEXANDER VALLEY UNION SCHOOL DISTRICT,NTNCWS,GW,GW,200,5,other_water_systems,0,0,0,0,0,0,SONOMA  ,GW,GW,Not purchased,North Coast,ALEXANDER VALLEY UNION SCHOOL DISTRICT,SONOMA,DISTRICT 18 - SONOMA,Low to no risk,High to medium risk,No Risk,Low to no risk,200,Not At-Risk,1,$0,0,0,0,2,2,Yes
CA4900705,GEYSERVILLE NEWTECH ACADEMY SCHOOL,NTNCWS,GW,GW,200,2,other_water_systems,0,0,1,1,2,1,SONOMA  ,GW,GW,Not purchased,North Coast,GEYSERVILLE NEWTECH ACADEMY SCHOOL,SONOMA,DISTRICT 18 - SONOMA,Low to no risk,High to medium risk,No Risk,Low to no risk,200,Not At-Risk,1,$0,0,0,0,3,1,Yes
CA4900707,TWIN HILLS SCHOOL DIST-TWIN HILLS SCHOOL,NTNCWS,GW,GW,400,2,other_water_systems,0,0,0,0,0,0,SONOMA  ,GW,GW,Not purchased,North Coast,TWIN HILLS SCHOOL DIST-TWIN HILLS SCHOOL,SONOMA,DISTRICT 18 - SONOMA,Low to no risk,High to medium risk,No Risk,Low to no risk,400,Not At-Risk,1,$0,0,0,0,4,0,Yes
CA4900708,GRAVENSTEIN SCHOOL DISTRICT-GRAVENSTEIN,NTNCWS,GW,GW,398,7,other_water_systems,0,0,0,0,1,1,SONOMA  ,GW,GW,Not purchased,North Coast,GRAVENSTEIN SCHOOL DISTRICT-GRAVENSTEIN,SONOMA,DISTRICT 18 - SONOMA,Low to no risk,High to medium risk,No Risk,Low to no risk,398,Not At-Risk,1,$0,0,0,0,3,1,Yes
CA4900710,TWIN HILLS SCHOOL DIST-APPLE BLOSSOM SCH,NTNCWS,GW,GW,400,1,other_water_systems,0,0,0,0,0,0,SONOMA  ,GW,GW,Not purchased,North Coast,TWIN HILLS SCHOOL DIST-APPLE BLOSSOM SCH,SONOMA,DISTRICT 18 - SONOMA,Low to no risk,High to medium risk,Low Risk,Low to no risk,400,Not At-Risk,1,$0,0,0,0,4,0,Yes
CA4900711,GRAVENSTEIN SCHOOL DISTRICT-HILLCREST,NTNCWS,GW,GW,289,1,other_water_systems,0,0,0,0,1,1,SONOMA  ,GW,GW,Not purchased,North Coast,GRAVENSTEIN SCHOOL DISTRICT-HILLCREST,SONOMA,DISTRICT 18 - SONOMA,Low to no risk,High to medium risk,No Risk,Low to no risk,289,Not At-Risk,1,$0,0,0,0,3,1,Yes
CA4900714,LIBERTY SCHOOL,NTNCWS,GW,GW,225,3,other_water_systems,0,0,0,0,0,0,SONOMA  ,GW,GW,Not purchased,San Francisco Bay,LIBERTY SCHOOL,SONOMA,DISTRICT 18 - SONOMA,High to medium risk,High to medium risk,No Risk,Low to no risk,225,At-Risk,1,$0,0,0,0,1,3,Yes
CA4900716,CINNABAR ELEMENTARY SCHOOL,NTNCWS,GW,GW,228,2,other_water_systems,0,0,0,0,0,0,SONOMA  ,GW,GW,Not purchased,San Francisco Bay,CINNABAR ELEMENTARY SCHOOL,SONOMA,DISTRICT 18 - SONOMA,Low to no risk,High to medium risk,Low Risk,Low to no risk,228,Not At-Risk,1,$0,0,0,0,1,3,Yes
CA4900719,WEST SIDE UNION SCHOOL DISTRICT,NTNCWS,GW,GW,175,5,other_water_systems,0,0,0,0,0,0,SONOMA  ,GW,GW,Not purchased,North Coast,WEST SIDE UNION SCHOOL DISTRICT,SONOMA,DISTRICT 18 - SONOMA,Low to no risk,High to medium risk,No Risk,Low to no risk,175,Not At-Risk,1,$0,0,0,0,1,3,Yes
CA4900720,MOBILE HOME ESTATES,CWS,GW,GW,210,150,other_water_systems,1,1,1,40,47,1,SONOMA  ,GW,GW,Not purchased,North Coast,MOBILE HOME ESTATES,SONOMA,DISTRICT 18 - SONOMA,Low to no risk,High to medium risk,No Risk,High to medium risk,210,Failing,1,$0,0,0,0,0,4,Yes
CA4900721,COLONIAL PARK,CWS,GW,GW,342,194,other_water_systems,0,0,0,0,0,0,SONOMA  ,GW,GW,Not purchased,North Coast,COLONIAL PARK,SONOMA,DISTRICT 18 - SONOMA,Low to no risk,Low to no risk,No Risk,Low to no risk,342,Not At-Risk,1,$0,0,0,0,4,0,Yes
CA4900723,SHAMROCK MOBILE HOME PARK,CWS,GW,GW,188,127,other_water_systems,0,0,0,0,0,0,SONOMA  ,GW,GW,Not purchased,North Coast,SHAMROCK MOBILE HOME PARK,SONOMA,DISTRICT 18 - SONOMA,High to medium risk,High to medium risk,No Risk,High to medium risk,188,At-Risk,1,$0,0,0,0,0,4,Yes
CA4900728,EVERGREEN MOBILE ESTATES,CWS,GW,GW,75,23,other_water_systems,0,0,0,0,0,0,SONOMA  ,GW,GW,Not purchased,North Coast,EVERGREEN MOBILE ESTATES,SONOMA,DISTRICT 18 - SONOMA,Low to no risk,High to medium risk,No Risk,Low to no risk,65,Potentially At-Risk,1,$0,0,0,0,3,1,Yes
CA4900736,CLEAR CREEK WATER COMPANY,CWS,GW,GW,40,19,other_water_systems,0,0,0,0,0,0,SONOMA  ,GW,GW,Not purchased,North Coast,CLEAR CREEK WATER COMPANY,SONOMA,DISTRICT 18 - SONOMA,Low to no risk,High to medium risk,No Risk,Low to no risk,40,Not At-Risk,1,$0,0,0,0,1,3,Yes
CA4900739,DUNHAM SCHOOL,NTNCWS,GW,GW,175,3,other_water_systems,0,0,0,0,1,1,SONOMA  ,GW,GW,Not purchased,North Coast,DUNHAM SCHOOL,SONOMA,DISTRICT 18 - SONOMA,Low to no risk,High to medium risk,No Risk,Low to no risk,175,Not At-Risk,1,$0,0,0,0,1,3,Yes
CA4900748,CASINI RANCH CAMPGROUND,CWS,GW,GW,450,12,other_water_systems,0,0,0,0,0,0,SONOMA  ,GW,GW,Not purchased,North Coast,NA,NA,NA,Not Assessed,Not Assessed,Not Assessed,Not Assessed,NA,Not Assessed,NA,NA,0,0,0,0,4,Yes
CA4900785,NOEL HEIGHTS-CAL WATER SERVICE (PUC),CWS,SW,GU,81,47,other_water_systems,0,0,0,0,0,0,SONOMA  ,GU,GW,Not purchased,North Coast,NOEL HEIGHTS-CAL WATER SERVICE (PUC),SONOMA,DISTRICT 18 - SONOMA,Low to no risk,High to medium risk,Low Risk,Low to no risk,79,Not At-Risk,1,$0,0,0,0,4,0,Yes
CA4900787,PLAZA MOBILE HOME PARK,CWS,GW,GW,125,71,other_water_systems,0,0,0,0,1,1,SONOMA  ,GW,GW,Not purchased,North Coast,PLAZA MOBILE HOME PARK,SONOMA,DISTRICT 18 - SONOMA,Low to no risk,Low to no risk,Medium Risk,High to medium risk,169,Not At-Risk,1,"$97,908",0,0,0,0,4,Yes
CA4900789,BLUE SPRUCE MOBILE HOME PARK,CWS,GW,GW,90,56,other_water_systems,0,0,0,0,0,0,SONOMA  ,GW,GW,Not purchased,North Coast,BLUE SPRUCE MOBILE HOME PARK,SONOMA,DISTRICT 18 - SONOMA,Low to no risk,High to medium risk,Medium Risk,Low to no risk,90,Potentially At-Risk,1,$0,3,0,1,3,1,Yes
CA4900791,WESTERN MOBILE HOME PARK,CWS,GW,GW,225,73,other_water_systems,0,0,0,0,1,1,SONOMA  ,GW,GW,Not purchased,North Coast,WESTERN MOBILE HOME PARK,SONOMA,DISTRICT 18 - SONOMA,High to medium risk,Low to no risk,Medium Risk,High to medium risk,178,At-Risk,1,"$81,958",1,0,1,0,4,Yes
CA4900793,VINEHILL VISTAS MUTUAL WATER COMPANY,CWS,GW,GW,43,29,other_water_systems,0,0,0,0,0,0,SONOMA  ,GW,GW,Not purchased,North Coast,VINEHILL VISTAS MUTUAL WATER COMPANY,SONOMA,DISTRICT 18 - SONOMA,Low to no risk,Low to no risk,No Risk,Low to no risk,42,Not At-Risk,1,$0,0,0,0,1,3,Yes
CA4900794,SUNSET PARK COMMUNITY,CWS,GW,GW,141,56,other_water_systems,0,0,1,1,2,1,SONOMA  ,GW,GW,Not purchased,North Coast,SUNSET PARK COMMUNITY,SONOMA,DISTRICT 18 - SONOMA,Low to no risk,High to medium risk,Medium Risk,Low to no risk,141,Potentially At-Risk,1,$0,0,0,0,1,3,Yes
CA4900795,STONEGATE MOBILE HOME PARK,CWS,GW,GW,196,70,other_water_systems,1,3,0,0,0,0,SONOMA  ,GW,GW,Not purchased,North Coast,STONEGATE MOBILE HOME PARK,SONOMA,DISTRICT 18 - SONOMA,High to medium risk,High to medium risk,Low Risk,Low to no risk,196,Failing,1,$0,0,0,0,3,1,Yes
CA4900796,SANTA ROSA MOBILE ESTATES,CWS,GW,GW,420,141,other_water_systems,0,0,0,0,0,0,SONOMA  ,GW,GW,Not purchased,North Coast,SANTA ROSA MOBILE ESTATES,SONOMA,DISTRICT 18 - SONOMA,High to medium risk,Low to no risk,Medium Risk,Low to no risk,420,Potentially At-Risk,1,$0,3,0,1,3,1,Yes
CA4900797,NORTH STAR MOBILE HOME PARK,CWS,GW,GW,221,79,other_water_systems,0,0,0,0,0,0,SONOMA  ,GW,GW,Not purchased,North Coast,NORTH STAR MOBILE HOME PARK,SONOMA,DISTRICT 18 - SONOMA,Low to no risk,High to medium risk,Medium Risk,Low to no risk,221,Potentially At-Risk,1,$0,0,0,0,3,1,Yes
CA4900798,"MOUNTAIN VIEW MOBILE ESTATES, LLC",CWS,GW,GW,250,111,other_water_systems,0,0,0,0,0,0,SONOMA  ,GW,GW,Not purchased,North Coast,"MOUNTAIN VIEW MOBILE ESTATES, LLC",SONOMA,DISTRICT 18 - SONOMA,High to medium risk,High to medium risk,Medium Risk,Low to no risk,250,At-Risk,1,$0,0,0,0,3,1,Yes
CA4900799,EL PORTAL MOBILE ESTATES,CWS,GW,GW,200,122,other_water_systems,0,0,0,0,1,1,SONOMA  ,GW,GW,Not purchased,North Coast,EL PORTAL MOBILE ESTATES,SONOMA,DISTRICT 18 - SONOMA,High to medium risk,Low to no risk,High Risk,Low to no risk,200,At-Risk,1,"$80,295",0,0,0,0,4,Yes
CA4900812,FRIEDMAN BROTHERS HARDWARE,NTNCWS,GW,GW,95,1,other_water_systems,0,0,0,0,0,0,SONOMA  ,GW,GW,Not purchased,North Coast,NA,NA,NA,Not Assessed,Not Assessed,Not Assessed,Not Assessed,NA,Not Assessed,NA,NA,0,0,0,0,4,Yes
CA4900832,LEISURE MOBILE HOME PARK,CWS,GW,GW,410,183,other_water_systems,0,0,0,0,0,0,SONOMA  ,GW,GW,Not purchased,North Coast,LEISURE MOBILE HOME PARK,SONOMA,DISTRICT 18 - SONOMA,Low to no risk,Low to no risk,Low Risk,Low to no risk,410,Not At-Risk,1,$0,0,0,0,2,2,Yes
CA4900843,SONOMA RANCH MUTUAL WATER COMPANY,CWS,GW,GW,151,54,other_water_systems,0,0,0,0,1,1,SONOMA  ,GW,GW,Not purchased,San Francisco Bay,SONOMA RANCH MUTUAL WATER COMPANY,SONOMA,DISTRICT 18 - SONOMA,Low to no risk,Low to no risk,Low Risk,Low to no risk,151,Not At-Risk,1,$0,0,0,0,1,3,Yes
CA4900844,FRANCIS COPPOLA WINERY,NTNCWS,GW,GW,222,4,other_water_systems,0,0,0,0,1,1,SONOMA  ,GW,GW,Not purchased,North Coast,NA,NA,NA,Not Assessed,Not Assessed,Not Assessed,Not Assessed,NA,Not Assessed,NA,NA,0,0,0,4,0,Yes
CA4900846,ROLLING OAKS ROAD ASSOCIATION,CWS,GW,GW,25,16,other_water_systems,0,0,0,0,0,0,SONOMA  ,GW,GW,Not purchased,North Coast,ROLLING OAKS ROAD ASSOCIATION,SONOMA,DISTRICT 18 - SONOMA,Low to no risk,Low to no risk,No Risk,Low to no risk,25,Not At-Risk,1,$0,0,0,0,1,3,Yes
CA4900850,BODEGA WATER COMPANY,CWS,SW,GU,77,38,other_water_systems,1,1,0,0,1,1,SONOMA  ,GU,GW,Not purchased,North Coast,BODEGA WATER COMPANY,SONOMA,DISTRICT 18 - SONOMA,High to medium risk,High to medium risk,High Risk,Low to no risk,77,Failing,1,$0,0,0,0,1,3,Yes
CA4900859,SONOMA WEST HOLDINGS NORTH PLANT,NTNCWS,GW,GW,50,5,other_water_systems,0,0,0,0,0,0,SONOMA  ,GW,GW,Not purchased,North Coast,NA,NA,NA,Not Assessed,Not Assessed,Not Assessed,Not Assessed,NA,Not Assessed,NA,NA,0,0,0,3,1,Yes
CA4900871,DE ANZA MOON VALLEY WATER COMPANY,CWS,GW,GW,691,247,other_water_systems,0,0,0,0,0,0,SONOMA  ,GW,GW,Not purchased,San Francisco Bay,MOON VALLEY WATER SYSTEM,SONOMA,DISTRICT 18 - SONOMA,High to medium risk,Low to no risk,Low Risk,High to medium risk,691,At-Risk,1,$0,0,0,0,2,2,Yes
CA4900875,KENWOOD VINEYARDS AND WINERY,NTNCWS,GW,GW,50,1,other_water_systems,0,0,1,2,2,1,SONOMA  ,GW,GW,Not purchased,San Francisco Bay,NA,NA,NA,Not Assessed,Not Assessed,Not Assessed,Not Assessed,NA,Not Assessed,NA,NA,0,0,0,4,0,Yes
CA4900878,SANTA ROSA GOLF & COUNTRY CLUB,NTNCWS,GW,GW,250,1,other_water_systems,0,0,0,0,0,0,SONOMA  ,GW,GW,Not purchased,North Coast,NA,NA,NA,Not Assessed,Not Assessed,Not Assessed,Not Assessed,NA,Not Assessed,NA,NA,0,0,0,1,3,Yes
CA4900892,SUMMIT VIEW RANCH MUTUAL WATER CO.,CWS,GW,GW,45,24,other_water_systems,0,0,0,0,0,0,SONOMA  ,GW,GW,Not purchased,North Coast,SUMMIT VIEW RANCH MUTUAL WATER CO.,SONOMA,DISTRICT 18 - SONOMA,Low to no risk,High to medium risk,High Risk,Low to no risk,45,Potentially At-Risk,1,$0,0,0,0,0,4,Yes
CA4900893,WEST WATER COMPANY (PUC),CWS,GW,GW,40,13,other_water_systems,0,0,0,0,0,0,SONOMA  ,GW,GW,Not purchased,North Coast,WEST WATER COMPANY (PUC),SONOMA,DISTRICT 18 - SONOMA,Low to no risk,High to medium risk,Medium Risk,High to medium risk,40,Failing,1,$0,0,0,0,4,0,Yes
CA4900897,RODNEY STRONG VINEYARDS,NTNCWS,GW,GW,154,2,other_water_systems,0,0,0,0,0,0,SONOMA  ,GW,GW,Not purchased,North Coast,NA,NA,NA,Not Assessed,Not Assessed,Not Assessed,Not Assessed,NA,Not Assessed,NA,NA,0,0,0,4,0,Yes
CA4900901,SOBRE VISTA WATER COMPANY,CWS,GW,GW,80,26,other_water_systems,0,0,1,2,2,1,SONOMA  ,GW,GW,Not purchased,San Francisco Bay,SOBRE VISTA WATER COMPANY,SONOMA,DISTRICT 18 - SONOMA,Low to no risk,Low to no risk,No Risk,Low to no risk,80,Not At-Risk,1,$0,0,0,0,1,3,Yes
CA4900904,J VINEYARDS & WINERY,NTNCWS,GW,GW,75,2,other_water_systems,0,0,0,0,0,0,SONOMA  ,GW,GW,Not purchased,North Coast,NA,NA,NA,Not Assessed,Not Assessed,Not Assessed,Not Assessed,NA,Not Assessed,NA,NA,0,0,0,3,1,Yes
CA4900905,MARK WEST MEADOWS MUTUAL WATER,CWS,GW,GW,25,15,other_water_systems,0,0,0,0,1,1,SONOMA  ,GW,GW,Not purchased,North Coast,MARK WEST MEADOWS MUTUAL WATER,SONOMA,DISTRICT 18 - SONOMA,Low to no risk,Low to no risk,High Risk,Low to no risk,20,Not At-Risk,1,$0,0,0,0,1,3,Yes
CA4900907,SUMMERFIELD WALDORF SCHOOL,NTNCWS,GW,GW,301,13,other_water_systems,0,0,0,0,0,0,SONOMA  ,GW,GW,Not purchased,North Coast,SUMMERFIELD WALDORF SCHOOL,SONOMA,DISTRICT 18 - SONOMA,High to medium risk,High to medium risk,Low Risk,Low to no risk,301,Potentially At-Risk,1,$0,0,0,0,3,1,Yes
CA4900909,CARNEROS DELI,NTNCWS,GW,GW,25,3,other_water_systems,0,0,0,0,0,0,SONOMA  ,GW,GW,Not purchased,San Francisco Bay,NA,NA,NA,Not Assessed,Not Assessed,Not Assessed,Not Assessed,NA,Not Assessed,NA,NA,0,0,0,4,0,Yes
CA4900913,ROBIN WAY WATER SYSTEM,CWS,GW,GW,66,20,other_water_systems,1,2,0,0,4,1,SONOMA  ,GW,GW,Not purchased,North Coast,ROBIN WAY WATER SYSTEM,SONOMA,DISTRICT 18 - SONOMA,High to medium risk,High to medium risk,Medium Risk,High to medium risk,66,Failing,1,$0,0,0,0,1,3,Yes
CA4900925,SEBASTIANI VINEYARDS,NTNCWS,GW,GW,157,9,other_water_systems,0,0,0,0,0,0,SONOMA  ,GW,GW,Not purchased,San Francisco Bay,NA,NA,NA,Not Assessed,Not Assessed,Not Assessed,Not Assessed,NA,Not Assessed,NA,NA,0,0,0,4,0,Yes
CA4900935,VIRGINIA DARE WINERY,NTNCWS,GW,GW,51,9,other_water_systems,0,0,0,0,1,1,SONOMA  ,GW,GW,Not purchased,North Coast,NA,NA,NA,Not Assessed,Not Assessed,Not Assessed,Not Assessed,NA,Not Assessed,NA,NA,0,0,0,4,0,Yes
CA4900943,ALLIANCE REDWOODS CONFERENCE GROUNDS,CWS,GW,GW,418,73,other_water_systems,0,0,1,2,7,1,SONOMA  ,GU,GW,Not purchased,North Coast,ALLIANCE REDWOODS CONFERENCE GROUNDS,SONOMA,DISTRICT 18 - SONOMA,Low to no risk,Low to no risk,No Risk,High to medium risk,418,Not At-Risk,1,$0,0,0,0,0,4,Yes
CA4900945,PRESENTATION SCHOOL,NTNCWS,GW,GW,200,4,other_water_systems,0,0,0,0,1,1,SONOMA  ,GW,GW,Not purchased,San Francisco Bay,PRESENTATION SCHOOL,SONOMA,DISTRICT 18 - SONOMA,Low to no risk,High to medium risk,No Risk,Low to no risk,200,Not At-Risk,1,$0,0,0,0,1,3,Yes
CA4900957,FOLEY FAMILY WINES CHATEAU ST. JEAN,NTNCWS,GW,GW,125,2,other_water_systems,0,0,1,3,3,1,SONOMA  ,GW,GW,Not purchased,San Francisco Bay,NA,NA,NA,Not Assessed,Not Assessed,Not Assessed,Not Assessed,NA,Not Assessed,NA,NA,0,0,0,4,0,Yes
CA4900973,GEORGE RANCH MUTUAL WATER COMPANY,CWS,GW,GW,148,54,other_water_systems,0,0,0,0,1,1,SONOMA  ,GW,GW,Not purchased,San Francisco Bay,GEORGE RANCH MUTUAL WATER COMPANY,SONOMA,DISTRICT 18 - SONOMA,High to medium risk,Low to no risk,No Risk,Low to no risk,148,Not At-Risk,1,$0,0,0,0,0,4,Yes
CA4900999,KORBEL BROTHERS WINERY,NTNCWS,GW,GW,542,6,other_water_systems,0,0,1,1,1,1,SONOMA  ,GW,GW,Not purchased,North Coast,NA,NA,NA,Not Assessed,Not Assessed,Not Assessed,Not Assessed,NA,Not Assessed,NA,NA,0,0,0,3,1,Yes
