PWS ID,PWS Name,Primacy Agency,PWS Type,Population Served Count,Service Connections Count,Primary Source,Primary Source Code,GW SW,GW SW Code
CA0900529,STATION HOUSE INN,California,Non-Transient non-community system,310,4,Ground water,GW,Groundwater,GW
CA4200968,MARTIAN RANCH & VINEYARD,California,Transient non-community system,35,4,Ground water,GW,Groundwater,GW
CA4200930,CAMBRIA WINERY,California,Non-Transient non-community system,150,2,Ground water,GW,Groundwater,GW
CA4901255,SAINT FRANCIS WINERY-WILD OAK VINEYARDS,California,Non-Transient non-community system,160,5,Ground water,GW,Groundwater,GW
CA3500559,QUINTERO LABOR CAMP #1 (WRIGHT RD),California,Transient non-community system,50,11,Ground water,GW,Groundwater,GW
CA3500556,MISSION FARM R.V. PARK,California,Community water system,110,173,Ground water,GW,Groundwater,GW
CA3110044,TAHOE CITY PUD - ALPINE PEAKS,California,Community water system,201,97,Ground water,GW,Groundwater,GW
CA4110018,CITY OF MILLBRAE,California,Community water system,"22,795",6613,Surface water purchased,SWP,Surface water,SW
CA1800515,LAHONTAN HEIGHTS HOME. ASSOC.,California,Transient non-community system,56,1,Ground water,GW,Groundwater,GW
CA5602513,PYRAMID FLOWERS,California,Non-Transient non-community system,30,2,Ground water,GW,Groundwater,GW
CA4901139,WILLOWBROOK ALE HOUSE,California,Transient non-community system,50,1,Ground water,GW,Groundwater,GW
CA2710023,TASCO SPRECKELS WATER COMPANY,California,Community water system,672,328,Ground water,GW,Groundwater,GW
CA3500926,T & A ONIONS,California,Non-Transient non-community system,165,1,Ground water,GW,Groundwater,GW
CA4010081,WOODLANDS DEVELOPMENT,California,Community water system,"3,862",1544,Ground water,GW,Groundwater,GW
CA3010064,CITY OF WESTMINSTER,California,Community water system,"95,256",20733,Surface water purchased,SWP,Surface water,SW
CA1700734,WESTGATE PETROLEUM,California,Transient non-community system,210,2,Ground water,GW,Groundwater,GW
CA1010026,PINEDALE COUNTY WATER DISTRICT,California,Community water system,"16,736",2120,Ground water,GW,Groundwater,GW
CA3110011,TAHOE CITY PUD - MCKINNEY/QUAIL,California,Community water system,844,560,Surface water,SW,Surface water,SW
CA0910012,TAHOE CITY PUD - RUBICON,California,Community water system,703,625,Ground water,GW,Groundwater,GW
CA3110010,TAHOE CITY PUD - MAIN,California,Community water system,"5,661",2902,Ground water,GW,Groundwater,GW
CA3710802,LA CIMA FIRE CENTER,California,Community water system,65,9,Ground water,GW,Groundwater,GW
CA3610030,MARIANA RANCHOS CWD,California,Community water system,"1,502",455,Ground water,GW,Groundwater,GW
CA2410007,PLANADA CSD,California,Community water system,"4,164",1120,Ground water,GW,Groundwater,GW
CA4300988,GEORGE CHIALA FARMS INC,California,Non-Transient non-community system,250,1,Ground water,GW,Groundwater,GW
CA4600037,NEW AGE CHURCH OF BEING-SIERRA HOT SPR.,California,Transient non-community system,50,1,Ground water,GW,Groundwater,GW
CA1000534,CHOOLJIAN BROS PACKING CO,California,Non-Transient non-community system,30,1,Ground water,GW,Groundwater,GW
CA4800797,BIRDS LANDING HUNTING PRESERVE,California,Transient non-community system,100,1,Ground water,GW,Groundwater,GW
CA1502418,INDIAN WELLS LODGE,California,Transient non-community system,47,4,Ground water,GW,Groundwater,GW
CA4300832,SOUTH COUNTY RETIREMENT HOME,California,Community water system,46,3,Ground water,GW,Groundwater,GW
CA3710026,VALLEY CENTER MWD,California,Community water system,"29,938",9768,Surface water purchased,SWP,Surface water,SW
CA1100445,ORLAND MOBILE H.P.,California,Community water system,178,54,Ground water,GW,Groundwater,GW
CA3310017,SOUTH MESA WC,California,Community water system,"10,108",3063,Ground water,GW,Groundwater,GW
CA1100203,ARTOIS COMMUNITY S.D.,California,Community water system,254,81,Ground water,GW,Groundwater,GW
CA2000627,BLACK HAWK LODGE,California,Transient non-community system,40,4,Ground water,GW,Groundwater,GW
CA1206001,REDWOOD EMPIRE G&CC,California,Transient non-community system,102,1,Ground water,GW,Groundwater,GW
CA2300644,WOODSIDE RV PARK,California,Community water system,280,80,Groundwater under influence of surface water,GU,Surface water,SW
CA1500575,SAN JOAQUIN ESTATES MUTUAL WATER COMPANY,California,Community water system,165,61,Ground water,GW,Groundwater,GW
CA2000844,RIVERGOLD ELEMENTARY SCHOOL,California,Non-Transient non-community system,485,9,Ground water,GW,Groundwater,GW
CA4400751,BONNY DOON SCHOOL,California,Non-Transient non-community system,160,10,Ground water,GW,Groundwater,GW
CA3900962,RANCH COFFEE SHOP,California,Transient non-community system,100,1,Ground water,GW,Groundwater,GW
CA2400230,MERCED ANIMAL MEDICAL CENTER,California,Transient non-community system,30,1,Ground water,GW,Groundwater,GW
CA1910158,STERLING MUTUAL WATER COMPANY,California,Community water system,548,201,Ground water,GW,Groundwater,GW
CA5601141,SOUTH MOUNTAIN MUTUAL WATER CO,California,Community water system,58,27,Ground water,GW,Groundwater,GW
CA1710013,CALLAYOMI COUNTY WATER DISTRICT,California,Community water system,"1,481",532,Ground water,GW,Groundwater,GW
CA2000659,CBUSO MISSION BELL,California,Non-Transient non-community system,450,20,Ground water,GW,Groundwater,GW
CA4200639,TIERRA DE ESPERANZA,California,Non-Transient non-community system,145,11,Ground water,GW,Groundwater,GW
CA2000600,HOWARD ELEMENTARY SCHOOL,California,Non-Transient non-community system,618,7,Ground water,GW,Groundwater,GW
CA2000602,RIPPERDAN COMMUNITY DAY SCHOOL,California,Non-Transient non-community system,66,4,Ground water,GW,Groundwater,GW
CA4900720,MOBILE HOME ESTATES,California,Community water system,210,150,Ground water,GW,Groundwater,GW
